sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
13846,4376,63537,36103,52738,11008,10496,10496
18966,6168,7986,36871,53250,10496,10496,10496
18966,6168,7986,36871,53250,10496,10496,10496
10518,2328,58929,34823,52738,10496,10240,10496
10518,2328,58929,34823,52738,10496,10240,10496
1814,57111,44337,34823,53250,10496,10240,10752
1814,57111,44337,34823,53250,10496,10240,10752
6422,63511,51249,32775,55042,10496,10240,10752
6422,63511,51249,32775,55042,10496,10240,10752
20758,8472,10546,35335,54018,10752,10752,10752
20758,8472,10546,35335,54018,10752,10752,10752
2326,58135,43569,32775,53250,10496,10240,10496
2326,58135,43569,32775,53250,10496,10240,10496
5654,57111,49457,33799,53762,10752,10496,10496
5654,57111,49457,33799,53762,10752,10496,10496
8726,63255,55601,34055,54018,10752,10240,10496
8726,63255,55601,34055,54018,10752,10240,10496
57621,46359,26417,35335,54274,10496,10240,10752
57621,46359,26417,35335,54274,10496,10240,10752
11030,2328,62513,35591,53762,10496,10496,10752
11030,2328,62513,35591,53762,10496,10496,10752
14870,4376,3634,34567,53250,10752,9984,10752
14870,4376,3634,34567,53250,10752,9984,10752
13078,2840,63793,34055,54018,10752,10496,10752
13078,2840,63793,34055,54018,10752,10496,10752
61717,52503,32049,34823,53506,10752,10240,10752
61717,52503,32049,34823,53506,10752,10240,10752
62997,48151,32561,33543,53250,10496,10240,10752
62997,48151,32561,33543,53250,10496,10240,10752
790,54807,39729,34567,52994,10496,10496,11008
790,54807,39729,34567,52994,10496,10496,11008
5142,59671,46129,34311,54018,10752,9984,10496
5142,59671,46129,34311,54018,10752,9984,10496
62997,50967,30257,34311,53506,10752,10496,11008
62997,50967,30257,34311,53506,10752,10496,11008
10518,65303,57137,34311,52226,10752,10240,10752
10518,65303,57137,34311,52226,10752,10240,10752
14358,4120,63537,34567,53506,10752,10496,10752
14358,4120,63537,34567,53506,10752,10496,10752
26134,19992,20530,35591,53762,10752,10240,10496
26134,19992,20530,35591,53762,10752,10240,10496
64021,55831,36657,35079,52482,10752,10752,10496
64021,55831,36657,35079,52482,10752,10752,10496
3606,62999,44337,36871,53506,10752,10496,11008
3606,62999,44337,36871,53506,10752,10496,11008
18198,10520,4914,36615,53250,10752,10496,10752
18198,10520,4914,36615,53250,10752,10496,10752
16150,8984,1842,34567,53762,11008,10240,11008
16150,8984,1842,34567,53762,11008,10240,11008
8470,64023,52017,34055,54786,10752,10240,10752
8470,64023,52017,34055,54786,10752,10240,10752
5910,58903,48945,35079,53250,10752,10496,10496
